obs_id,study,cohort_id,likelihood_group,group,dose_cfu,n,y,obs_rate,CoP,phi,T_thresh,gilman_stratum,vaccine_id,psi_def,fit_lo,fit_med,fit_hi,level,n_pooled,cop_bin,CoP_lo,CoP_hi,n_bins
D-FgI-m01zh09-777,Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,1,0,0.18387849700000003,0.733201805,0.999607256,individual,1,NA,NA,NA,NA
D-FgI-m01zh09-791,Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,1,0,0.18387849700000003,0.733201805,0.999607256,individual,1,NA,NA,NA,NA
D-FgI-m01zh09-851,Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,1,0,0.18387849700000003,0.733201805,0.999607256,individual,1,NA,NA,NA,NA
D-FgI-m01zh09-882,Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,1,0,0,19.148648648648646,1,38,0,1,0,0.06699648400000001,0.47603993,0.9866302105,individual,1,NA,NA,NA,NA
D-FgI-m01zh09-979,Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,1,1,1,2.5648648648648646,1,38,0,1,0,0.14183416250000003,0.64769199,0.9984364480000001,individual,1,NA,NA,NA,NA
D-FgI-plac-149,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-179,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,6.748648648648648,1,38,0,0,0,0.263065261,0.549252835,0.886655514,individual,1,NA,NA,NA,NA
D-FgI-plac-330,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-373,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,16.88108108108108,1,38,0,0,0,0.168760216,0.4907929,0.8541621459999998,individual,1,NA,NA,NA,NA
D-FgI-plac-383,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,11.405405405405405,1,38,0,0,0,0.20392303850000001,0.51562653,0.8666708885,individual,1,NA,NA,NA,NA
D-FgI-plac-384,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-402,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-46,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,7.765405405405405,1,38,0,0,0,0.24397178000000003,0.539063925,0.8806145889999999,individual,1,NA,NA,NA,NA
D-FgI-plac-505,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,3.892432432432432,1,38,0,0,0,0.3338949875,0.588613305,0.9104699659999997,individual,1,NA,NA,NA,NA
D-FgI-plac-587,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-616,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-630,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-637,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,3.2216216216216216,1,38,0,0,0,0.35522800849999997,0.6071063050000001,0.9193331634999999,individual,1,NA,NA,NA,NA
D-FgI-plac-672,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,2.4702702702702704,1,38,0,0,0,0.39053903149999997,0.631174285,0.9325775575,individual,1,NA,NA,NA,NA
D-FgI-plac-707,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,10.691891891891892,1,38,0,0,0,0.212273685,0.5192582050000001,0.8693930899999998,individual,1,NA,NA,NA,NA
D-FgI-plac-761,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,2.402702702702703,1,38,0,0,0,0.39190297399999996,0.6343881650000001,0.9333272069999999,individual,1,NA,NA,NA,NA
D-FgI-plac-779,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-781,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-783,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-795,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-859,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-87,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-871,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-926,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-95,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,0,0,0.4831282435,0.713808755,0.9677966899999999,individual,1,NA,NA,NA,NA
D-FgI-plac-951,Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,1,1,1,6.8297297297297295,1,38,0,0,0,0.26077548100000003,0.54846084,0.8864471045000001,individual,1,NA,NA,NA,NA
D-FgI-ty21a-132,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,41.92702702702702,1,38,0,2,0,0.05188223705,0.41370657,0.972556269,individual,1,NA,NA,NA,NA
D-FgI-ty21a-2,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-235,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-250,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-298,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-421,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-47,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,25.784594594594594,1,38,0,2,0,0.06390290955,0.443361485,0.9811238135,individual,1,NA,NA,NA,NA
D-FgI-ty21a-522,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,36.17837837837838,1,38,0,2,0,0.0556987684,0.42256988500000003,0.974222398,individual,1,NA,NA,NA,NA
D-FgI-ty21a-568,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-631,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-644,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,5.274054054054053,1,38,0,2,0,0.11926829,0.572076545,0.9959969469999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-650,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,0,0,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-703,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-765,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-800,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,1,1,1,1,38,0,2,0,0.193666122,0.72063429,0.9997912659999999,individual,1,NA,NA,NA,NA
D-FgI-ty21a-912,Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,1,0,0,3.2567567567567566,1,38,0,2,0,0.140048519,0.608907275,0.9980118165,individual,1,NA,NA,NA,NA
D-FgI-m01zh q1 (n=15),Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,15,13,0.8666666666666667,1,1,38,0,NA,NA,0.18387849700000009,0.733201805,0.9996072560000002,arm,15,1,1,1,2
D-FgI-m01zh q2 (n=6),Darton,OX-DAR-2013-M01ZH09,ox_fevginf_indiv,7,18200,6,4,0.6666666666666666,9.571621621621622,1,38,0,NA,NA,0.10885340525000001,0.5439620808333333,0.9882608215833332,arm,6,2,2.4837837837837835,55.127027027027026,2
D-FgI-plac q1 (n=16),Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,16,13,0.8125,1,1,38,0,NA,NA,0.4831282435,0.7138087549999997,0.9677966899999995,arm,16,1,1,1,2
D-FgI-plac q2 (n=10),Darton,OX-DAR-2013-PLAC,ox_fevginf_indiv,7,18200,10,7,0.7,6.789189189189189,1,38,0,NA,NA,0.2984599732,0.5593660734999999,0.8885748256499999,arm,10,2,2.402702702702703,16.88108108108108,2
D-FgI-ty21a q1 (n=11),Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,11,8,0.7272727272727273,1,1,38,0,NA,NA,0.19366612199999997,0.72063429,0.9997912659999999,arm,11,1,1,1,2
D-FgI-ty21a q2 (n=5),Darton,OX-DAR-2013-TY21A,ox_fevginf_indiv,7,18200,5,4,0.8,25.784594594594594,1,38,0,NA,NA,0.09767256039000001,0.49064548500000005,0.9840908221,arm,5,2,3.2567567567567566,41.92702702702702,2
D-I-m01zh q1 (n=25),Darton,OX-DAR-2013-M01ZH09,ox_inf_indiv,6,18200,25,15,0.6,1,1,38,0,NA,NA,0.25032927700000013,0.82797842,0.999951249,arm,25,1,1,1,2
D-I-m01zh q2 (n=6),Darton,OX-DAR-2013-M01ZH09,ox_inf_indiv,6,18200,6,6,1,9.571621621621622,1,38,0,NA,NA,0.14362180307500003,0.6388846791666667,0.9955538729166667,arm,6,2,2.4837837837837835,55.127027027027026,2
D-I-plac q1 (n=18),Darton,OX-DAR-2013-PLAC,ox_inf_indiv,6,18200,18,16,0.8888888888888888,1,1,38,0,NA,NA,0.5770590274999998,0.797103205,0.9888499495000003,arm,18,1,1,1,2
D-I-plac q2 (n=12),Darton,OX-DAR-2013-PLAC,ox_inf_indiv,6,18200,12,10,0.8333333333333334,6.536486486486486,1,38,0,NA,NA,0.3686194901666667,0.6543978966666666,0.9546084509583334,arm,12,2,2.139972972972973,16.88108108108108,2
D-I-ty21a q1 (n=21),Darton,OX-DAR-2013-TY21A,ox_inf_indiv,6,18200,21,11,0.5238095238095238,1,1,38,0,NA,NA,0.2557337695,0.8054626899999999,0.9999087465000003,arm,21,1,1,1,2
D-I-ty21a q2 (n=8),Darton,OX-DAR-2013-TY21A,ox_inf_indiv,6,18200,8,5,0.625,15.243243243243242,1,38,0,NA,NA,0.11288116889375001,0.566874671875,0.996792899625,arm,8,2,3.2567567567567566,41.92702702702702,2
