HA_titer,log2_HA,VaccZyme_median,VaccZyme_mean,VaccZyme_lo95,VaccZyme_hi95,VaccZyme_lo50,VaccZyme_hi50
20,4.321928094887363,49.922506200800036,49.70054599043817,5.36002627766371,456.9977020723575,22.794032441445697,108.14503222433311
40,5.321928094887363,86.43692034948761,85.55465245268336,9.00456830879205,847.6478545020257,40.677776640770404,182.16817738738246
80,6.321928094887363,143.54362115873326,143.55587234309425,14.434361109167059,1359.3434949670407,66.1642322622127,316.493546152851
160,7.321928094887363,243.24518628136414,243.96723426471345,24.45919237401602,2404.213861320503,111.95034067970639,539.602050843031
320,8.321928094887362,411.8615093615582,416.3639858787043,43.39501178686056,3939.193841542835,190.86897061050843,918.071025220144
640,9.321928094887362,712.519864847675,691.7788147756635,71.26631888389447,6252.074741376276,327.64126571577697,1475.58855604374
1280,10.321928094887362,1141.465119841654,1139.7260736378375,118.77774566498404,10604.247176995006,504.4080531848595,2572.0820696737796
